uid,node,webinar,url,time,time_period,all_visits,enrolment,all_enrol,purchased_entity,all_orders
6918,[],[],,,,,,,,
17160,[],[],http://grmds.org/user/login,1644366729.0,1644366.0,"[""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_one_of_your_professional_photos_here&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/ds-volunteer-application-form'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_one_of_your_professional_photos_here&ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/history/1176/read'"", ""'http://grmds.org/career'"", ""'http://grmds.org/user/login?destination=/ds-volunteer-application-form'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_your_resume_here&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/table_update_pro/ajax/1176'""]",259.0,259.0,,
4872,[],[],http://grmds.org/user/login_status,1642424038.0,1642424.0,"[""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/602/read'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/table_update_pro/ajax/625'"", ""'http://grmds.org/'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/workshop/data-science-fundamentals-april-24-2020'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/table_update_usr/ajax/678'"", ""'http://grmds.org/history/9610/read'"", ""'http://grmds.org/comp/nft?utm_source=email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=DSC_01252022'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/625/read'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/node/625'"", ""'http://grmds.org/table_update_usr/ajax/10926'"", ""'http://grmds.org/form/2022-nft-comp-non-hs/confirmation?token=REW9YrRfJn3O4DKjMIIlaOduxIyAXx0HNqn4opPq4gg'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/user/10926/dashboard'"", ""'http://grmds.org/table_update_pro/ajax/602'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/history/125/read'""]",,,,
2826,"['/node/736', '/node/727', '/node/729', '/node/730', '/node/731', '/node/744', '/node/756']",[],,,,,110.0,['110'],265,265
17166,"['/node/1018', '/node/1010']",[],http://grmds.org/user/login,1644410502.0,1644410.0,"[""'http://grmds.org/user/login'"", ""'http://grmds.org/history/1018/read'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/node/1010'"", ""'http://grmds.org/table_update_pro/ajax/1010'"", ""'http://grmds.org/table_update_usr/ajax/6423'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/node/1018'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/history/1010/read'"", ""'http://grmds.org/table_update_pro/ajax/1018'"", ""'http://grmds.org/table_update_usr/ajax/5630'""]",85.0,85.0,,
8976,[],[],http://ecosystems.biz/user/login,1644690603.0,1644690.0,"[""'http://ecosystems.biz/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/search/user?combine=UM&field_position_value=&field_company_value=&sort_bef_combine=count DESC'"", ""'http://ecosystems.biz/table_update_usr/ajax/10689'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://ecosystems.biz/jsonapi/node/data?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://ecosystems.biz/commerce_google_tag_manager'"", ""'http://ecosystems.biz/history/941/read'"", ""'http://ecosystems.biz/jsonapi/node/code?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/rmds-exchange'"", ""'http://ecosystems.biz/jsonapi/node/data?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/10788/follower-following'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://ecosystems.biz/user/10788/edit'"", ""'http://ecosystems.biz/user/ummu-qaltsum'"", ""'http://grmds.org/recommend_block/ajax/10788,unfollow,10689'"", ""'http://grmds.org/table_update_pro/ajax/941'"", ""'http://ecosystems.biz/table_update_pro/ajax/941'"", ""'http://ecosystems.biz/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://ecosystems.biz/table_update_usr/ajax/10788'"", ""'http://grmds.org/search/user?combine=UMMU QALTSUm&field_position_value=&field_company_value=&sort_bef_combine=count DESC'"", ""'http://grmds.org/user/10788/dashboard'"", ""'http://ecosystems.biz/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/10689/dashboard'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/search/node?keys=maghviraturreimadhiney'"", ""'http://ecosystems.biz/user/10689/dashboard'"", ""'http://grmds.org/user/maghviraturreimadhiney-s'"", ""'http://grmds.org/table_update_usr/ajax/10788'"", ""'http://ecosystems.biz/user/login'"", ""'http://ecosystems.biz/user/10788/dashboard'"", ""'http://ecosystems.biz/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/search/user?combine=UMMU&field_position_value=&field_company_value=&sort_bef_combine=count DESC'"", ""'http://ecosystems.biz/jsonapi/node/code?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/1366'"", ""'http://grmds.org/history/1366/read'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/recommend_block/ajax/10788,follow,10689'"", ""'http://grmds.org/history/941/read'"", ""'http://ecosystems.biz/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/forum'"", ""'http://ecosystems.biz/search/node?keys=ummu qaltsum'"", ""'http://grmds.org/table_update_usr/ajax/10689'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://ecosystems.biz/search/user'"", ""'http://ecosystems.biz/rmds_messenger/unread'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10788        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/search/user'"", ""'http://grmds.org/search/user?combine=UMMU QALTSUM&field_position_value=&field_company_value=&sort_bef_combine=count DESC'"", ""'http://ecosystems.biz/rmds-exchange'"", ""'http://grmds.org/node/1366'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://ecosystems.biz/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10689        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/search/user?combine=Maghviraturreimadhiney&field_position_value=&field_company_value=&sort_bef_combine=count DESC'""]",,,287.0,"['303.0', '287.0']"
2832,[],[],,,,,,,,
2838,[],[],,,,,,,291,291
792,['/node/495'],[],http://grmds.org/user/login?moodleurl=http://learn.grmds.org/,1642428125.0,1642428.0,"[""'http://grmds.org/table_update_usr/ajax/9744'"", ""'http://grmds.org/user'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/9744/dashboard'""]",,,,
8988,[],[],,,,,,,,
2850,[],[],http://grmds.org/user/reset/9552/1643914388/M4kMrcxlnJ1EIXV5pIeINH7Jz-BaqE-ixQqaoldDzFA,1643914412.0,1643914.0,"[""'http://grmds.org/history/653/read'"", ""'http://grmds.org/table_update_pro/ajax/9616'"", ""'http://grmds.org/node/9616'"", ""'http://grmds.org/PI-portal'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_your_resume_here&ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/history/9616/read'"", ""'http://grmds.org/user/reset/9552/1643914388/M4kMrcxlnJ1EIXV5pIeINH7Jz-BaqE-ixQqaoldDzFA'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/table_update_usr/ajax/9552'"", ""'http://grmds.org/table_update_pro/ajax/653'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/9552/dashboard'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_your_resume_here&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/ds-volunteer-application-form'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/ds-volunteer-application-form/confirmation?token=r2E6k5BOEITwSbNXWD0GK-q2vF4jExoXaK4EQkmy4qQ'"", ""'http://grmds.org/careers/pi-program'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=9552        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",,,208,208
804,[],[],http://grmds.org/user/login,1644366729.0,1644366.0,"[""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_one_of_your_professional_photos_here&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/ds-volunteer-application-form'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_one_of_your_professional_photos_here&ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/history/1176/read'"", ""'http://grmds.org/career'"", ""'http://grmds.org/user/login?destination=/ds-volunteer-application-form'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/ds-volunteer-application-form?element_parents=elements/page_3/please_upload_your_resume_here&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/table_update_pro/ajax/1176'""]",,,291,291
9000,['/node/1010'],[],,,,,,,,
2856,[],['/webinar/the-rold-of-ethical-ai-within-the-criminal-justice-system'],,,,,,,,
810,[],[],http://grmds.org/user/login?moodleurl=http://learn.grmds.org/course/view.php?id=84,1643809021.0,1643809.0,"[""'http://grmds.org/user/6300/dashboard'"", ""'http://grmds.org/table_update_usr/ajax/6300'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/course/view.php?id=84'"", ""'http://grmds.org/commerce_google_tag_manager'""]",,,,
2862,['/node/727'],['/webinar/How-BEN-Transformed-from-Product-Placement-Influencer-Marketing-to-AI'],http://grmds.org/user/login,1644268613.0,1644268.0,"[""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/quickedit/attachments?_wrapper_format=drupal_ajax'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/comp/nft?utm_source=Email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=02152022-newsletter'"", ""'http://grmds.org/table_update_usr/ajax/2862'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=2862        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/quickedit/metadata'"", ""'http://grmds.org/contextual/render'"", ""'http://grmds.org/user/2862/dashboard'"", ""'http://grmds.org/history/9610/read'""]",108.0,"['156', '194', '108']",,
816,[],[],http://grmds.org/user/login_status,1642420175.0,1642420.0,"[""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/16926/dashboard'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_usr/ajax/16926'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=16926        &page[offset]=0&page[limit]=8&include=field_banner_picture'""]",,,,
9012,[],[],,,,,111.0,['111'],,
2868,[],[],http://grmds.org/user/login,1643587602.0,1643587.0,"[""'http://grmds.org/s3/files/styles/thumbnail/s3/2022-01/MicrosoftTeams-image.png?itok=GJdoSNAw'"", ""'http://grmds.org/table_update_pro/ajax/47'"", ""'http://grmds.org/general-questions'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/user/16968/dashboard'"", ""'http://grmds.org/comp/nft?utm_source=email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=DSC_01282022'"", ""'http://grmds.org/'"", ""'http://grmds.org/rmds_messenger/unread'"", ""'http://grmds.org/table_update_pro/ajax/125'"", ""'http://grmds.org/history/9610/read'"", ""'http://grmds.org/table_update_usr/ajax/679'"", ""'http://grmds.org/user/abhijeet-talaulikar'"", ""'http://grmds.org/comp/nft?utm_source=email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=DSC_01252022'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/node/add/projects?element_parents=field_project_file/widget&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/history/1392/read'"", ""'http://grmds.org/node/add/projects'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_usr/ajax/16968'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/comp/nft'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/form/2022-nft-comp-non-hs/confirmation?token=hpydbs5UOkWzY9S1_8NNtD1xoSvTYyRcd8Tf8KZSfKo'"", ""'http://grmds.org/node/add/projects?element_parents=field_banner_picture/widget/0&ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/about'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/braceImpact?utm_source=Email&utm_medium=email&utm_campaign=DSC_email&utm_content=DSC_1102022'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/add'"", ""'http://grmds.org/table_update_pro/ajax/1392'"", ""'http://grmds.org/forum'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=679        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/vincent-chen'"", ""'http://grmds.org/user/679/dashboard'"", ""'http://grmds.org/themes/ihelper/css/base/elements.css?r5vdov='"", ""'http://grmds.org/themes/ihelper/css/components/capitons.css?r5vdov='"", ""'http://grmds.org/table_update_pro/ajax/9630'"", ""'http://grmds.org/history/9630/read'"", ""'http://grmds.org/history/47/read'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=16968        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/themes/ihelper/css/components/table.css?r5vdov='"", ""'http://grmds.org/node/9630/edit'"", ""'http://grmds.org/node/9630'"", ""'http://grmds.org/history/125/read'""]",,,276,276
6966,[],[],http://grmds.org/user/login?moodleurl=http://learn.grmds.org/,1642428125.0,1642428.0,"[""'http://grmds.org/table_update_usr/ajax/9744'"", ""'http://grmds.org/user'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/user/login_status'"", ""'http://grmds.org/user/login?moodleurl=http://learn.grmds.org/'"", ""'http://grmds.org/user/list/me'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=9744        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/9744/dashboard'""]",108.0,108.0,,
2874,[],[],http://grmds.org/user/login,1642846371.0,1642846.0,"[""'http://grmds.org/shop/data'"", ""'http://grmds.org/jsonapi/node/data?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/user/login'"", ""'http://grmds.org/form/2022-nft-comp-non-hs'"", ""'http://grmds.org/table_update_pro/ajax/9609'"", ""'http://grmds.org/braceImpact'"", ""'http://grmds.org/history/9610/read'"", ""'http://grmds.org/table_update_pro/ajax/9610'"", ""'http://grmds.org/form/2022-nft-comp-non-hs?ajax_form=1&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/table_update_usr/ajax/10512'"", ""'http://grmds.org/jsonapi/node/code?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/table_update_pro/ajax/1399'"", ""'http://grmds.org/history/1392/read'"", ""'http://grmds.org/commerce_google_tag_manager'"", ""'http://grmds.org/comp/nft'"", ""'http://grmds.org/jsonapi/node/projects?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/workflow?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/jsonapi/node/insights_outputs?filter[uid.drupal_internal__uid]=10512        &page[offset]=0&page[limit]=8&include=field_banner_picture'"", ""'http://grmds.org/history/9609/read'"", ""'http://grmds.org/history/1399/read'"", ""'http://grmds.org/user/rafi-farras-kusuma'"", ""'http://grmds.org/user/10512/dashboard'"", ""'http://grmds.org/resources'"", ""'http://grmds.org/form/2022-nft-comp-non-hs?ajax_form=1&_wrapper_format=drupal_ajax&_wrapper_format=drupal_ajax'"", ""'http://grmds.org/comp/nft?utm_source=Email&utm_medium=email&utm_campaign=DSC2022Q1_email&utm_content=Judge-p-02032022'"", ""'http://grmds.org/Q4/SampleSoln'"", ""'http://grmds.org/table_update_pro/ajax/1392'"", ""'http://grmds.org/form/2022-nft-comp-non-hs/confirmation?token=RHuH3b9NBLZ8y-TyHLN-rXSzY-g-icf-vAYMLH5ufAQ'"", ""'http://grmds.org/pi-upskillprogram'""]",,,,
9018,[],[],,,,,111.0,['111'],,
2880,[],[],,,,,210.0,210.0,,
9030,[],[],,,,,110.0,110.0,,
